# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-07-14 12:27:47 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01113895 BLACKSTONE R AT ROOSEVELT ST AT PAWTUCKET RI
# -----------------------------------------------------------------------------------
#
# Data provided for site 01113895
#            TS   parameter     statistic     Description
#         64316       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	64316_00060_00003	64316_00060_00003_cd
USGS	01113895	2020-09-20	117	A
USGS	01113895	2020-09-21	119	A
USGS	01113895	2020-09-22	120	A
USGS	01113895	2020-09-23	118	A
USGS	01113895	2020-09-24	111	A
USGS	01113895	2020-09-25	108	A
USGS	01113895	2020-09-26	106	A
USGS	01113895	2020-09-27	101	A
USGS	01113895	2020-09-28	94.1	A
USGS	01113895	2020-09-29	78.3	A
USGS	01113895	2020-09-30	98.8	A
USGS	01113895	2020-10-01	118	A:e
USGS	01113895	2020-10-02	99.5	A
USGS	01113895	2020-10-03	88.7	A
USGS	01113895	2020-10-04	81.6	A
USGS	01113895	2020-10-05	74.0	A
USGS	01113895	2020-10-06	74.9	A
USGS	01113895	2020-10-07	81.0	A
USGS	01113895	2020-10-08	96.8	A
USGS	01113895	2020-10-09	105	A
USGS	01113895	2020-10-10	104	A
USGS	01113895	2020-10-11	106	A
USGS	01113895	2020-10-12	106	A
USGS	01113895	2020-10-13	150	A
USGS	01113895	2020-10-14	473	A
USGS	01113895	2020-10-15	419	A
USGS	01113895	2020-10-16	299	A
USGS	01113895	2020-10-17	687	A
USGS	01113895	2020-10-18	782	A
USGS	01113895	2020-10-19	567	A
USGS	01113895	2020-10-20	497	A
USGS	01113895	2020-10-21	443	A
USGS	01113895	2020-10-22	408	A
USGS	01113895	2020-10-23	375	A
USGS	01113895	2020-10-24	386	A
USGS	01113895	2020-10-25	369	A
USGS	01113895	2020-10-26	348	A
USGS	01113895	2020-10-27	343	A
USGS	01113895	2020-10-28	371	A
USGS	01113895	2020-10-29	499	A
USGS	01113895	2020-10-30	862	A
USGS	01113895	2020-10-31	880	A
USGS	01113895	2020-11-01	740	A
USGS	01113895	2020-11-02	865	A
USGS	01113895	2020-11-03	799	A
USGS	01113895	2020-11-04	688	A
USGS	01113895	2020-11-05	646	A
USGS	01113895	2020-11-06	564	A
USGS	01113895	2020-11-07	538	A
USGS	01113895	2020-11-08	513	A
USGS	01113895	2020-11-09	478	A
USGS	01113895	2020-11-10	461	A
USGS	01113895	2020-11-11	473	A
USGS	01113895	2020-11-12	449	A
USGS	01113895	2020-11-13	470	A
USGS	01113895	2020-11-14	482	A
USGS	01113895	2020-11-15	440	A
USGS	01113895	2020-11-16	549	A
USGS	01113895	2020-11-17	579	A
USGS	01113895	2020-11-18	490	A
USGS	01113895	2020-11-19	447	A
USGS	01113895	2020-11-20	403	A
USGS	01113895	2020-11-21	394	A
USGS	01113895	2020-11-22	359	A
USGS	01113895	2020-11-23	797	A
USGS	01113895	2020-11-24	1400	A
USGS	01113895	2020-11-25	952	A
USGS	01113895	2020-11-26	777	A
USGS	01113895	2020-11-27	877	A
USGS	01113895	2020-11-28	777	A
USGS	01113895	2020-11-29	624	A
USGS	01113895	2020-11-30	716	A
USGS	01113895	2020-12-01	2460	A
USGS	01113895	2020-12-02	2270	A
USGS	01113895	2020-12-03	1520	A
USGS	01113895	2020-12-04	1220	A
USGS	01113895	2020-12-05	1530	A
USGS	01113895	2020-12-06	3160	A
USGS	01113895	2020-12-07	2680	A
USGS	01113895	2020-12-08	1960	A
USGS	01113895	2020-12-09	1630	A
USGS	01113895	2020-12-10	1430	A
USGS	01113895	2020-12-11	1270	A
USGS	01113895	2020-12-12	1210	A
USGS	01113895	2020-12-13	1310	A
USGS	01113895	2020-12-14	1320	A
USGS	01113895	2020-12-15	1300	A
USGS	01113895	2020-12-16	1180	A
USGS	01113895	2020-12-17	1130	A
USGS	01113895	2020-12-18	1080	A
USGS	01113895	2020-12-19	1000	A
USGS	01113895	2020-12-20	944	A
USGS	01113895	2020-12-21	907	A
USGS	01113895	2020-12-22	942	A
USGS	01113895	2020-12-23	1020	A
USGS	01113895	2020-12-24	942	A
USGS	01113895	2020-12-25	2550	A
USGS	01113895	2020-12-26	6060	A
USGS	01113895	2020-12-27	4240	A
USGS	01113895	2020-12-28	2810	A
USGS	01113895	2020-12-29	2390	A
USGS	01113895	2020-12-30	2050	A
USGS	01113895	2020-12-31	1930	A

