# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-07-14 12:26:31 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01114000 MOSHASSUCK RIVER AT PROVIDENCE, RI
# -----------------------------------------------------------------------------------
#
# Data provided for site 01114000
#            TS   parameter     statistic     Description
#         64317       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	64317_00060_00003	64317_00060_00003_cd
USGS	01114000	2020-02-14	60.4	A
USGS	01114000	2020-02-15	41.6	A
USGS	01114000	2020-02-16	36.6	A
USGS	01114000	2020-02-17	37.8	A
USGS	01114000	2020-02-18	38.8	A
USGS	01114000	2020-02-19	40.6	A
USGS	01114000	2020-02-20	33.8	A
USGS	01114000	2020-02-21	32.5	A
USGS	01114000	2020-02-22	30.2	A
USGS	01114000	2020-02-23	28.4	A
USGS	01114000	2020-02-24	30.8	A
USGS	01114000	2020-02-25	29.9	A
USGS	01114000	2020-02-26	30.6	A
USGS	01114000	2020-02-27	67.1	A
USGS	01114000	2020-02-28	49.4	A
USGS	01114000	2020-02-29	35.5	A
USGS	01114000	2020-03-01	31.1	A
USGS	01114000	2020-03-02	32.6	A
USGS	01114000	2020-03-03	37.1	A
USGS	01114000	2020-03-04	34.5	A
USGS	01114000	2020-03-05	34.4	A
USGS	01114000	2020-03-06	31.0	A
USGS	01114000	2020-03-07	31.6	A
USGS	01114000	2020-03-08	28.3	A
USGS	01114000	2020-03-09	30.7	A
USGS	01114000	2020-03-10	29.4	A
USGS	01114000	2020-03-11	28.0	A
USGS	01114000	2020-03-12	27.2	A
USGS	01114000	2020-03-13	36.6	A
USGS	01114000	2020-03-14	31.3	A
USGS	01114000	2020-03-15	26.8	A
USGS	01114000	2020-03-16	28.2	A
USGS	01114000	2020-03-17	29.7	A
USGS	01114000	2020-03-18	27.9	A
USGS	01114000	2020-03-19	63.0	A
USGS	01114000	2020-03-20	53.7	A
USGS	01114000	2020-03-21	39.2	A
USGS	01114000	2020-03-22	31.8	A
USGS	01114000	2020-03-23	76.8	A
USGS	01114000	2020-03-24	121	A
USGS	01114000	2020-03-25	74.5	A
USGS	01114000	2020-03-26	57.0	A
USGS	01114000	2020-03-27	48.0	A
USGS	01114000	2020-03-28	47.2	A
USGS	01114000	2020-03-29	78.8	A
USGS	01114000	2020-03-30	76.7	A
USGS	01114000	2020-03-31	61.8	A
USGS	01114000	2020-04-01	58.2	A
USGS	01114000	2020-04-02	53.6	A
USGS	01114000	2020-04-03	79.6	A
USGS	01114000	2020-04-04	73.0	A
USGS	01114000	2020-04-05	58.3	A
USGS	01114000	2020-04-06	50.4	A
USGS	01114000	2020-04-07	45.6	A
USGS	01114000	2020-04-08	44.5	A
USGS	01114000	2020-04-09	95.6	A
USGS	01114000	2020-04-10	87.2	A
USGS	01114000	2020-04-11	58.6	A
USGS	01114000	2020-04-12	48.3	A
USGS	01114000	2020-04-13	189	A
USGS	01114000	2020-04-14	188	A
USGS	01114000	2020-04-15	100	A
USGS	01114000	2020-04-16	72.2	A
USGS	01114000	2020-04-17	61.7	A
USGS	01114000	2020-04-18	87.0	A
USGS	01114000	2020-04-19	76.0	A
USGS	01114000	2020-04-20	62.4	A
USGS	01114000	2020-04-21	74.0	A
USGS	01114000	2020-04-22	72.7	A
USGS	01114000	2020-04-23	57.1	A
USGS	01114000	2020-04-24	64.8	A
USGS	01114000	2020-04-25	59.0	A
USGS	01114000	2020-04-26	65.5	A
USGS	01114000	2020-04-27	76.9	A
USGS	01114000	2020-04-28	70.6	A
USGS	01114000	2020-04-29	55.2	A
USGS	01114000	2020-04-30	61.3	A
USGS	01114000	2020-05-01	229	A
USGS	01114000	2020-05-02	134	A
USGS	01114000	2020-05-03	81.7	A
USGS	01114000	2020-05-04	66.8	A
USGS	01114000	2020-05-05	60.6	A
USGS	01114000	2020-05-06	53.9	A
USGS	01114000	2020-05-07	50.9	A
USGS	01114000	2020-05-08	51.3	A
USGS	01114000	2020-05-09	61.2	A
USGS	01114000	2020-05-10	47.0	A
USGS	01114000	2020-05-11	49.4	A
USGS	01114000	2020-05-12	67.3	A
USGS	01114000	2020-05-13	47.1	A
USGS	01114000	2020-05-14	40.5	A
USGS	01114000	2020-05-15	44.7	A
USGS	01114000	2020-05-16	51.5	A
USGS	01114000	2020-05-17	41.8	A
USGS	01114000	2020-05-18	39.5	A
USGS	01114000	2020-05-19	37.4	A
USGS	01114000	2020-05-20	30.0	A
USGS	01114000	2020-05-21	29.2	A
USGS	01114000	2020-05-22	29.0	A
USGS	01114000	2020-05-23	27.9	A
USGS	01114000	2020-05-24	26.7	A
USGS	01114000	2020-05-25	26.1	A
USGS	01114000	2020-05-26	20.5	A
USGS	01114000	2020-05-27	22.6	A
USGS	01114000	2020-05-28	24.3	A
USGS	01114000	2020-05-29	29.4	A
USGS	01114000	2020-05-30	25.8	A
USGS	01114000	2020-05-31	21.1	A
USGS	01114000	2020-06-01	18.0	A
USGS	01114000	2020-06-02	17.6	A
USGS	01114000	2020-06-03	17.5	A
USGS	01114000	2020-06-04	17.0	A
USGS	01114000	2020-06-05	17.1	A
USGS	01114000	2020-06-06	42.9	A
USGS	01114000	2020-06-07	23.2	A
USGS	01114000	2020-06-08	17.5	A
USGS	01114000	2020-06-09	15.8	A
USGS	01114000	2020-06-10	15.4	A
USGS	01114000	2020-06-11	19.2	A
USGS	01114000	2020-06-12	17.3	A
USGS	01114000	2020-06-13	15.1	A
USGS	01114000	2020-06-14	14.3	A
USGS	01114000	2020-06-15	13.7	A
USGS	01114000	2020-06-16	12.3	A
USGS	01114000	2020-06-17	12.6	A
USGS	01114000	2020-06-18	12.9	A
USGS	01114000	2020-06-19	13.4	A
USGS	01114000	2020-06-20	9.75	A
USGS	01114000	2020-06-21	7.72	A
USGS	01114000	2020-06-22	7.32	A
USGS	01114000	2020-06-23	7.10	A
USGS	01114000	2020-06-24	10.2	A
USGS	01114000	2020-06-25	11.4	A
USGS	01114000	2020-06-26	9.75	A
USGS	01114000	2020-06-27	17.5	A
USGS	01114000	2020-06-28	68.1	A
USGS	01114000	2020-06-29	57.1	A
USGS	01114000	2020-06-30	29.7	A
USGS	01114000	2020-07-01	71.8	A
USGS	01114000	2020-07-02	60.8	A
USGS	01114000	2020-07-03	24.6	A
USGS	01114000	2020-07-04	19.0	A
USGS	01114000	2020-07-05	17.4	A
USGS	01114000	2020-07-06	16.6	A
USGS	01114000	2020-07-07	15.3	A
USGS	01114000	2020-07-08	10.1	A
USGS	01114000	2020-07-09	9.18	A
USGS	01114000	2020-07-10	9.07	A
USGS	01114000	2020-07-11	12.2	A
USGS	01114000	2020-07-12	7.79	A
USGS	01114000	2020-07-13	7.67	A
USGS	01114000	2020-07-14	22.2	A
USGS	01114000	2020-07-15	13.2	A
USGS	01114000	2020-07-16	10.9	A
USGS	01114000	2020-07-17	21.7	A
USGS	01114000	2020-07-18	12.2	A
USGS	01114000	2020-07-19	10.3	A
USGS	01114000	2020-07-20	11.2	A
USGS	01114000	2020-07-21	8.49	A
USGS	01114000	2020-07-22	8.04	A
USGS	01114000	2020-07-23	7.88	A
USGS	01114000	2020-07-24	7.80	A
USGS	01114000	2020-07-25	7.68	A
USGS	01114000	2020-07-26	7.51	A
USGS	01114000	2020-07-27	7.10	A
USGS	01114000	2020-07-28	26.8	A
USGS	01114000	2020-07-29	8.70	A
USGS	01114000	2020-07-30	7.22	A
USGS	01114000	2020-07-31	6.94	A
USGS	01114000	2020-08-01	6.70	A
USGS	01114000	2020-08-02	6.57	A
USGS	01114000	2020-08-03	6.42	A
USGS	01114000	2020-08-04	15.2	A
USGS	01114000	2020-08-05	7.83	A
USGS	01114000	2020-08-06	7.09	A
USGS	01114000	2020-08-07	6.65	A
USGS	01114000	2020-08-08	6.47	A
USGS	01114000	2020-08-09	6.39	A
USGS	01114000	2020-08-10	6.35	A
USGS	01114000	2020-08-11	6.18	A
USGS	01114000	2020-08-12	6.06	A
USGS	01114000	2020-08-13	6.57	A
USGS	01114000	2020-08-14	6.01	A
USGS	01114000	2020-08-15	5.92	A
USGS	01114000	2020-08-16	9.55	A
USGS	01114000	2020-08-17	10.8	A
USGS	01114000	2020-08-18	9.74	A
USGS	01114000	2020-08-19	6.91	A
USGS	01114000	2020-08-20	6.55	A
USGS	01114000	2020-08-21	6.24	A
USGS	01114000	2020-08-22	6.34	A
USGS	01114000	2020-08-23	6.75	A
USGS	01114000	2020-08-24	6.11	A
USGS	01114000	2020-08-25	5.97	A
USGS	01114000	2020-08-26	5.97	A
USGS	01114000	2020-08-27	8.74	A
USGS	01114000	2020-08-28	7.19	A
USGS	01114000	2020-08-29	20.9	A
USGS	01114000	2020-08-30	8.85	A
USGS	01114000	2020-08-31	6.56	A
USGS	01114000	2020-09-01	6.35	A
USGS	01114000	2020-09-02	14.0	A
USGS	01114000	2020-09-03	8.11	A
USGS	01114000	2020-09-04	7.06	A
USGS	01114000	2020-09-05	6.27	A
USGS	01114000	2020-09-06	6.07	A
USGS	01114000	2020-09-07	5.92	A
USGS	01114000	2020-09-08	5.92	A
USGS	01114000	2020-09-09	5.88	A
USGS	01114000	2020-09-10	6.06	A
USGS	01114000	2020-09-11	6.23	A
USGS	01114000	2020-09-12	5.89	A
USGS	01114000	2020-09-13	5.69	A
USGS	01114000	2020-09-14	5.61	A
USGS	01114000	2020-09-15	5.70	A
USGS	01114000	2020-09-16	5.81	A
USGS	01114000	2020-09-17	5.76	A
USGS	01114000	2020-09-18	5.74	A
USGS	01114000	2020-09-19	5.43	A
USGS	01114000	2020-09-20	5.38	A
USGS	01114000	2020-09-21	5.50	A
USGS	01114000	2020-09-22	5.31	A
USGS	01114000	2020-09-23	5.49	A
USGS	01114000	2020-09-24	5.45	A
USGS	01114000	2020-09-25	5.33	A
USGS	01114000	2020-09-26	5.27	A
USGS	01114000	2020-09-27	5.38	A
USGS	01114000	2020-09-28	5.91	A
USGS	01114000	2020-09-29	5.74	A
USGS	01114000	2020-09-30	28.9	A
USGS	01114000	2020-10-01	7.07	A
USGS	01114000	2020-10-02	6.01	A
USGS	01114000	2020-10-03	5.53	A
USGS	01114000	2020-10-04	5.49	A
USGS	01114000	2020-10-05	5.85	A
USGS	01114000	2020-10-06	5.30	A
USGS	01114000	2020-10-07	6.02	A
USGS	01114000	2020-10-08	6.29	A
USGS	01114000	2020-10-09	6.69	A
USGS	01114000	2020-10-10	5.21	A
USGS	01114000	2020-10-11	5.19	A
USGS	01114000	2020-10-12	5.15	A
USGS	01114000	2020-10-13	31.5	A
USGS	01114000	2020-10-14	10.8	A
USGS	01114000	2020-10-15	6.75	A
USGS	01114000	2020-10-16	22.8	A
USGS	01114000	2020-10-17	117	A
USGS	01114000	2020-10-18	24.0	A
USGS	01114000	2020-10-19	12.1	A
USGS	01114000	2020-10-20	9.19	A
USGS	01114000	2020-10-21	7.67	A
USGS	01114000	2020-10-22	7.20	A
USGS	01114000	2020-10-23	6.85	A
USGS	01114000	2020-10-24	6.78	A
USGS	01114000	2020-10-25	6.55	A
USGS	01114000	2020-10-26	6.49	A
USGS	01114000	2020-10-27	6.89	A
USGS	01114000	2020-10-28	8.77	A
USGS	01114000	2020-10-29	53.2	A
USGS	01114000	2020-10-30	62.8	A
USGS	01114000	2020-10-31	29.1	A
USGS	01114000	2020-11-01	50.1	A
USGS	01114000	2020-11-02	46.7	A
USGS	01114000	2020-11-03	21.3	A
USGS	01114000	2020-11-04	12.0	A
USGS	01114000	2020-11-05	12.9	A
USGS	01114000	2020-11-06	13.6	A
USGS	01114000	2020-11-07	11.5	A
USGS	01114000	2020-11-08	10.6	A
USGS	01114000	2020-11-09	11.5	A
USGS	01114000	2020-11-10	9.11	A
USGS	01114000	2020-11-11	9.04	A
USGS	01114000	2020-11-12	12.0	A
USGS	01114000	2020-11-13	13.9	A
USGS	01114000	2020-11-14	9.54	A
USGS	01114000	2020-11-15	12.0	A
USGS	01114000	2020-11-16	36.3	A
USGS	01114000	2020-11-17	17.1	A
USGS	01114000	2020-11-18	13.2	A
USGS	01114000	2020-11-19	10.4	A
USGS	01114000	2020-11-20	10.0	A
USGS	01114000	2020-11-21	9.96	A
USGS	01114000	2020-11-22	9.88	A
USGS	01114000	2020-11-23	119	A
USGS	01114000	2020-11-24	58.6	A
USGS	01114000	2020-11-25	29.5	A
USGS	01114000	2020-11-26	50.5	A
USGS	01114000	2020-11-27	33.8	A
USGS	01114000	2020-11-28	25.2	A
USGS	01114000	2020-11-29	21.2	A
USGS	01114000	2020-11-30	153	A
USGS	01114000	2020-12-01	393	A
USGS	01114000	2020-12-02	127	A
USGS	01114000	2020-12-03	70.3	A
USGS	01114000	2020-12-04	53.6	A
USGS	01114000	2020-12-05	230	A
USGS	01114000	2020-12-06	212	A
USGS	01114000	2020-12-07	117	A
USGS	01114000	2020-12-08	84.7	A
USGS	01114000	2020-12-09	68.0	A
USGS	01114000	2020-12-10	56.9	A
USGS	01114000	2020-12-11	51.1	A
USGS	01114000	2020-12-12	67.8	A
USGS	01114000	2020-12-13	62.9	A
USGS	01114000	2020-12-14	55.2	A
USGS	01114000	2020-12-15	50.0	A
USGS	01114000	2020-12-16	42.4	A
USGS	01114000	2020-12-17	47.7	A
USGS	01114000	2020-12-18	43.5	A
USGS	01114000	2020-12-19	38.6	A
USGS	01114000	2020-12-20	36.8	A
USGS	01114000	2020-12-21	37.3	A
USGS	01114000	2020-12-22	38.0	A
USGS	01114000	2020-12-23	36.4	A
USGS	01114000	2020-12-24	45.7	A
USGS	01114000	2020-12-25	404	A
USGS	01114000	2020-12-26	288	A
USGS	01114000	2020-12-27	140	A
USGS	01114000	2020-12-28	101	A
USGS	01114000	2020-12-29	86.4	A
USGS	01114000	2020-12-30	72.0	A
USGS	01114000	2020-12-31	73.6	A

