# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-07-14 12:29:34 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01108000 TAUNTON RIVER NEAR BRIDGEWATER, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01108000
#            TS   parameter     statistic     Description
#         64277       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	64277_00060_00003	64277_00060_00003_cd
USGS	01108000	2020-06-05	220	A
USGS	01108000	2020-06-06	266	A
USGS	01108000	2020-06-07	345	A
USGS	01108000	2020-06-08	298	A
USGS	01108000	2020-06-09	263	A
USGS	01108000	2020-06-10	243	A
USGS	01108000	2020-06-11	273	A
USGS	01108000	2020-06-12	603	A
USGS	01108000	2020-06-13	547	A
USGS	01108000	2020-06-14	409	A
USGS	01108000	2020-06-15	303	A
USGS	01108000	2020-06-16	254	A
USGS	01108000	2020-06-17	225	A
USGS	01108000	2020-06-18	203	A
USGS	01108000	2020-06-19	188	A
USGS	01108000	2020-06-20	174	A
USGS	01108000	2020-06-21	162	A
USGS	01108000	2020-06-22	179	A
USGS	01108000	2020-06-23	161	A
USGS	01108000	2020-06-24	140	A
USGS	01108000	2020-06-25	128	A
USGS	01108000	2020-06-26	128	A
USGS	01108000	2020-06-27	144	A
USGS	01108000	2020-06-28	150	A
USGS	01108000	2020-06-29	344	A
USGS	01108000	2020-06-30	349	A
USGS	01108000	2020-07-01	299	A
USGS	01108000	2020-07-02	448	A
USGS	01108000	2020-07-03	373	A
USGS	01108000	2020-07-04	288	A
USGS	01108000	2020-07-05	244	A
USGS	01108000	2020-07-06	261	A
USGS	01108000	2020-07-07	234	A
USGS	01108000	2020-07-08	194	A
USGS	01108000	2020-07-09	172	A
USGS	01108000	2020-07-10	152	A
USGS	01108000	2020-07-11	128	A
USGS	01108000	2020-07-12	109	A
USGS	01108000	2020-07-13	97.9	A
USGS	01108000	2020-07-14	93.9	A
USGS	01108000	2020-07-15	88.6	A
USGS	01108000	2020-07-16	80.7	A
USGS	01108000	2020-07-17	78.7	A
USGS	01108000	2020-07-18	83.0	A
USGS	01108000	2020-07-19	78.2	A
USGS	01108000	2020-07-20	73.1	A
USGS	01108000	2020-07-21	69.4	A
USGS	01108000	2020-07-22	66.3	A
USGS	01108000	2020-07-23	63.7	A
USGS	01108000	2020-07-24	67.0	A
USGS	01108000	2020-07-25	64.8	A
USGS	01108000	2020-07-26	61.2	A
USGS	01108000	2020-07-27	57.9	A
USGS	01108000	2020-07-28	56.5	A
USGS	01108000	2020-07-29	58.5	A
USGS	01108000	2020-07-30	54.6	A
USGS	01108000	2020-07-31	52.3	A
USGS	01108000	2020-08-01	50.7	A
USGS	01108000	2020-08-02	51.4	A
USGS	01108000	2020-08-03	51.9	A
USGS	01108000	2020-08-04	49.5	A
USGS	01108000	2020-08-05	51.1	A
USGS	01108000	2020-08-06	49.2	A
USGS	01108000	2020-08-07	45.3	A
USGS	01108000	2020-08-08	45.3	A
USGS	01108000	2020-08-09	44.8	A
USGS	01108000	2020-08-10	44.4	A
USGS	01108000	2020-08-11	42.1	A
USGS	01108000	2020-08-12	39.8	A
USGS	01108000	2020-08-13	40.2	A
USGS	01108000	2020-08-14	39.1	A
USGS	01108000	2020-08-15	38.2	A
USGS	01108000	2020-08-16	39.8	A
USGS	01108000	2020-08-17	44.2	A
USGS	01108000	2020-08-18	54.8	A
USGS	01108000	2020-08-19	57.1	A
USGS	01108000	2020-08-20	44.7	A
USGS	01108000	2020-08-21	41.7	A
USGS	01108000	2020-08-22	42.9	A
USGS	01108000	2020-08-23	86.3	A
USGS	01108000	2020-08-24	90.0	A
USGS	01108000	2020-08-25	65.8	A
USGS	01108000	2020-08-26	53.5	A
USGS	01108000	2020-08-27	49.6	A
USGS	01108000	2020-08-28	59.9	A
USGS	01108000	2020-08-29	53.3	A
USGS	01108000	2020-08-30	66.5	A
USGS	01108000	2020-08-31	52.9	A
USGS	01108000	2020-09-01	47.6	A
USGS	01108000	2020-09-02	47.0	A
USGS	01108000	2020-09-03	61.3	A
USGS	01108000	2020-09-04	57.8	A
USGS	01108000	2020-09-05	53.7	A
USGS	01108000	2020-09-06	49.3	A
USGS	01108000	2020-09-07	47.2	A
USGS	01108000	2020-09-08	44.1	A
USGS	01108000	2020-09-09	42.1	A
USGS	01108000	2020-09-10	41.9	A
USGS	01108000	2020-09-11	49.5	A
USGS	01108000	2020-09-12	47.4	A
USGS	01108000	2020-09-13	40.3	A
USGS	01108000	2020-09-14	39.0	A
USGS	01108000	2020-09-15	37.7	A
USGS	01108000	2020-09-16	37.6	A
USGS	01108000	2020-09-17	38.6	A
USGS	01108000	2020-09-18	38.9	A
USGS	01108000	2020-09-19	37.3	A
USGS	01108000	2020-09-20	36.3	A
USGS	01108000	2020-09-21	35.3	A
USGS	01108000	2020-09-22	34.9	A
USGS	01108000	2020-09-23	34.4	A
USGS	01108000	2020-09-24	34.9	A
USGS	01108000	2020-09-25	33.6	A
USGS	01108000	2020-09-26	33.4	A
USGS	01108000	2020-09-27	33.4	A
USGS	01108000	2020-09-28	34.1	A
USGS	01108000	2020-09-29	42.0	A
USGS	01108000	2020-09-30	46.9	A
USGS	01108000	2020-10-01	55.9	A
USGS	01108000	2020-10-02	42.5	A
USGS	01108000	2020-10-03	39.3	A
USGS	01108000	2020-10-04	37.1	A
USGS	01108000	2020-10-05	37.9	A
USGS	01108000	2020-10-06	39.0	A
USGS	01108000	2020-10-07	37.6	A
USGS	01108000	2020-10-08	36.2	A
USGS	01108000	2020-10-09	36.1	A
USGS	01108000	2020-10-10	39.4	A
USGS	01108000	2020-10-11	40.3	A
USGS	01108000	2020-10-12	38.0	A
USGS	01108000	2020-10-13	53.8	A
USGS	01108000	2020-10-14	130	A
USGS	01108000	2020-10-15	71.7	A
USGS	01108000	2020-10-16	63.8	A
USGS	01108000	2020-10-17	187	A
USGS	01108000	2020-10-18	224	A
USGS	01108000	2020-10-19	140	A
USGS	01108000	2020-10-20	118	A
USGS	01108000	2020-10-21	106	A
USGS	01108000	2020-10-22	94.0	A
USGS	01108000	2020-10-23	85.0	A
USGS	01108000	2020-10-24	79.0	A
USGS	01108000	2020-10-25	73.5	A
USGS	01108000	2020-10-26	68.5	A
USGS	01108000	2020-10-27	64.1	A
USGS	01108000	2020-10-28	63.2	A
USGS	01108000	2020-10-29	84.7	A
USGS	01108000	2020-10-30	282	A
USGS	01108000	2020-10-31	351	A
USGS	01108000	2020-11-01	300	A
USGS	01108000	2020-11-02	404	A
USGS	01108000	2020-11-03	362	A
USGS	01108000	2020-11-04	292	A
USGS	01108000	2020-11-05	238	A
USGS	01108000	2020-11-06	204	A
USGS	01108000	2020-11-07	175	A
USGS	01108000	2020-11-08	149	A
USGS	01108000	2020-11-09	135	A
USGS	01108000	2020-11-10	129	A
USGS	01108000	2020-11-11	126	A
USGS	01108000	2020-11-12	133	A
USGS	01108000	2020-11-13	132	A
USGS	01108000	2020-11-14	136	A
USGS	01108000	2020-11-15	131	A
USGS	01108000	2020-11-16	170	A
USGS	01108000	2020-11-17	189	A
USGS	01108000	2020-11-18	165	A
USGS	01108000	2020-11-19	149	A
USGS	01108000	2020-11-20	138	A
USGS	01108000	2020-11-21	124	A
USGS	01108000	2020-11-22	114	A
USGS	01108000	2020-11-23	161	A
USGS	01108000	2020-11-24	379	A
USGS	01108000	2020-11-25	298	A
USGS	01108000	2020-11-26	291	A
USGS	01108000	2020-11-27	402	A
USGS	01108000	2020-11-28	358	A
USGS	01108000	2020-11-29	307	A
USGS	01108000	2020-11-30	280	A
USGS	01108000	2020-12-01	649	A
USGS	01108000	2020-12-02	711	A
USGS	01108000	2020-12-03	578	A
USGS	01108000	2020-12-04	487	A
USGS	01108000	2020-12-05	621	A
USGS	01108000	2020-12-06	1300	A
USGS	01108000	2020-12-07	1430	A
USGS	01108000	2020-12-08	1280	A
USGS	01108000	2020-12-09	1050	A
USGS	01108000	2020-12-10	838	A
USGS	01108000	2020-12-11	688	A
USGS	01108000	2020-12-12	607	A
USGS	01108000	2020-12-13	663	A
USGS	01108000	2020-12-14	635	A
USGS	01108000	2020-12-15	592	A
USGS	01108000	2020-12-16	530	A
USGS	01108000	2020-12-17	480	A
USGS	01108000	2020-12-18	468	A
USGS	01108000	2020-12-19	461	A
USGS	01108000	2020-12-20	442	A
USGS	01108000	2020-12-21	418	A
USGS	01108000	2020-12-22	405	A
USGS	01108000	2020-12-23	397	A
USGS	01108000	2020-12-24	397	A
USGS	01108000	2020-12-25	756	A
USGS	01108000	2020-12-26	1320	A
USGS	01108000	2020-12-27	1400	A
USGS	01108000	2020-12-28	1240	A
USGS	01108000	2020-12-29	1040	A
USGS	01108000	2020-12-30	856	A
USGS	01108000	2020-12-31	725	A

