# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-07-14 12:25:26 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01117000 HUNT RIVER NEAR EAST GREENWICH, RI
# -----------------------------------------------------------------------------------
#
# Data provided for site 01117000
#            TS   parameter     statistic     Description
#         64365       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	64365_00060_00003	64365_00060_00003_cd
USGS	01117000	2020-07-09	14.2	A
USGS	01117000	2020-07-10	13.2	A
USGS	01117000	2020-07-11	13.3	A
USGS	01117000	2020-07-12	12.5	A
USGS	01117000	2020-07-13	11.0	A
USGS	01117000	2020-07-14	12.4	A
USGS	01117000	2020-07-15	12.6	A
USGS	01117000	2020-07-16	10.9	A
USGS	01117000	2020-07-17	15.9	A
USGS	01117000	2020-07-18	15.1	A
USGS	01117000	2020-07-19	11.6	A
USGS	01117000	2020-07-20	9.69	A
USGS	01117000	2020-07-21	8.89	A
USGS	01117000	2020-07-22	8.59	A
USGS	01117000	2020-07-23	8.57	A
USGS	01117000	2020-07-24	8.20	A
USGS	01117000	2020-07-25	7.86	A
USGS	01117000	2020-07-26	7.40	A
USGS	01117000	2020-07-27	6.29	A
USGS	01117000	2020-07-28	5.98	A
USGS	01117000	2020-07-29	5.87	A
USGS	01117000	2020-07-30	5.57	A
USGS	01117000	2020-07-31	5.51	A
USGS	01117000	2020-08-01	5.53	A
USGS	01117000	2020-08-02	5.33	A
USGS	01117000	2020-08-03	5.26	A
USGS	01117000	2020-08-04	5.15	A
USGS	01117000	2020-08-05	6.53	A
USGS	01117000	2020-08-06	6.21	A
USGS	01117000	2020-08-07	5.36	A
USGS	01117000	2020-08-08	5.08	A
USGS	01117000	2020-08-09	5.00	A
USGS	01117000	2020-08-10	4.89	A
USGS	01117000	2020-08-11	4.70	A
USGS	01117000	2020-08-12	4.52	A
USGS	01117000	2020-08-13	5.04	A
USGS	01117000	2020-08-14	5.07	A
USGS	01117000	2020-08-15	4.62	A
USGS	01117000	2020-08-16	4.88	A
USGS	01117000	2020-08-17	6.01	A
USGS	01117000	2020-08-18	6.10	A
USGS	01117000	2020-08-19	5.58	A
USGS	01117000	2020-08-20	5.20	A
USGS	01117000	2020-08-21	4.76	A
USGS	01117000	2020-08-22	4.55	A
USGS	01117000	2020-08-23	4.38	A
USGS	01117000	2020-08-24	4.26	A
USGS	01117000	2020-08-25	4.20	A
USGS	01117000	2020-08-26	4.10	A
USGS	01117000	2020-08-27	3.87	A
USGS	01117000	2020-08-28	4.10	A
USGS	01117000	2020-08-29	4.21	A
USGS	01117000	2020-08-30	4.47	A
USGS	01117000	2020-08-31	4.21	A
USGS	01117000	2020-09-01	3.99	A
USGS	01117000	2020-09-02	4.02	A
USGS	01117000	2020-09-03	4.44	A
USGS	01117000	2020-09-04	4.51	A
USGS	01117000	2020-09-05	4.16	A
USGS	01117000	2020-09-06	3.91	A
USGS	01117000	2020-09-07	3.70	A
USGS	01117000	2020-09-08	3.59	A
USGS	01117000	2020-09-09	3.51	A
USGS	01117000	2020-09-10	3.49	A
USGS	01117000	2020-09-11	3.51	A
USGS	01117000	2020-09-12	3.46	A
USGS	01117000	2020-09-13	3.36	A
USGS	01117000	2020-09-14	3.27	A
USGS	01117000	2020-09-15	3.11	A
USGS	01117000	2020-09-16	3.02	A
USGS	01117000	2020-09-17	2.94	A
USGS	01117000	2020-09-18	2.91	A
USGS	01117000	2020-09-19	2.83	A
USGS	01117000	2020-09-20	2.76	A
USGS	01117000	2020-09-21	2.71	A
USGS	01117000	2020-09-22	2.66	A
USGS	01117000	2020-09-23	2.57	A
USGS	01117000	2020-09-24	2.56	A
USGS	01117000	2020-09-25	2.55	A
USGS	01117000	2020-09-26	2.53	A
USGS	01117000	2020-09-27	2.52	A
USGS	01117000	2020-09-28	2.57	A
USGS	01117000	2020-09-29	2.56	A
USGS	01117000	2020-09-30	3.15	A
USGS	01117000	2020-10-01	3.04	A
USGS	01117000	2020-10-02	2.84	A
USGS	01117000	2020-10-03	2.64	A
USGS	01117000	2020-10-04	2.49	A
USGS	01117000	2020-10-05	2.61	A
USGS	01117000	2020-10-06	2.70	A
USGS	01117000	2020-10-07	2.66	A
USGS	01117000	2020-10-08	2.59	A
USGS	01117000	2020-10-09	2.49	A
USGS	01117000	2020-10-10	2.36	A
USGS	01117000	2020-10-11	2.35	A
USGS	01117000	2020-10-12	2.32	A
USGS	01117000	2020-10-13	4.87	A
USGS	01117000	2020-10-14	8.45	A
USGS	01117000	2020-10-15	6.10	A
USGS	01117000	2020-10-16	4.80	A
USGS	01117000	2020-10-17	24.9	A
USGS	01117000	2020-10-18	17.1	A
USGS	01117000	2020-10-19	10.9	A
USGS	01117000	2020-10-20	9.50	A
USGS	01117000	2020-10-21	8.94	A
USGS	01117000	2020-10-22	8.11	A
USGS	01117000	2020-10-23	7.03	A
USGS	01117000	2020-10-24	6.39	A
USGS	01117000	2020-10-25	5.47	A
USGS	01117000	2020-10-26	4.98	A
USGS	01117000	2020-10-27	4.85	A
USGS	01117000	2020-10-28	5.05	A
USGS	01117000	2020-10-29	10.2	A
USGS	01117000	2020-10-30	32.1	A
USGS	01117000	2020-10-31	24.1	A
USGS	01117000	2020-11-01	17.8	A
USGS	01117000	2020-11-02	27.6	A
USGS	01117000	2020-11-03	18.7	A
USGS	01117000	2020-11-04	13.6	A
USGS	01117000	2020-11-05	11.0	A
USGS	01117000	2020-11-06	9.93	A
USGS	01117000	2020-11-07	9.19	A
USGS	01117000	2020-11-08	8.85	A
USGS	01117000	2020-11-09	8.49	A
USGS	01117000	2020-11-10	8.32	A
USGS	01117000	2020-11-11	8.10	A
USGS	01117000	2020-11-12	9.74	A
USGS	01117000	2020-11-13	10.0	A
USGS	01117000	2020-11-14	10.3	A
USGS	01117000	2020-11-15	9.29	A
USGS	01117000	2020-11-16	15.6	A
USGS	01117000	2020-11-17	13.0	A
USGS	01117000	2020-11-18	10.5	A
USGS	01117000	2020-11-19	9.55	A
USGS	01117000	2020-11-20	9.14	A
USGS	01117000	2020-11-21	8.89	A
USGS	01117000	2020-11-22	8.64	A
USGS	01117000	2020-11-23	29.6	A
USGS	01117000	2020-11-24	41.4	A
USGS	01117000	2020-11-25	23.7	A
USGS	01117000	2020-11-26	22.9	A
USGS	01117000	2020-11-27	26.1	A
USGS	01117000	2020-11-28	20.7	A
USGS	01117000	2020-11-29	17.4	A
USGS	01117000	2020-11-30	26.3	A
USGS	01117000	2020-12-01	312	A
USGS	01117000	2020-12-02	171	A
USGS	01117000	2020-12-03	90.3	A
USGS	01117000	2020-12-04	59.1	A
USGS	01117000	2020-12-05	114	A
USGS	01117000	2020-12-06	242	A
USGS	01117000	2020-12-07	141	A
USGS	01117000	2020-12-08	91.6	A
USGS	01117000	2020-12-09	70.6	A
USGS	01117000	2020-12-10	61.0	A
USGS	01117000	2020-12-11	54.1	A
USGS	01117000	2020-12-12	55.6	A
USGS	01117000	2020-12-13	78.2	A
USGS	01117000	2020-12-14	67.6	A
USGS	01117000	2020-12-15	61.7	A
USGS	01117000	2020-12-16	51.1	A
USGS	01117000	2020-12-17	50.6	A
USGS	01117000	2020-12-18	50.0	A
USGS	01117000	2020-12-19	44.4	A
USGS	01117000	2020-12-20	42.1	A
USGS	01117000	2020-12-21	41.2	A
USGS	01117000	2020-12-22	42.9	A
USGS	01117000	2020-12-23	43.9	A
USGS	01117000	2020-12-24	44.4	A
USGS	01117000	2020-12-25	226	A
USGS	01117000	2020-12-26	304	A
USGS	01117000	2020-12-27	176	A
USGS	01117000	2020-12-28	117	A
USGS	01117000	2020-12-29	94.0	A
USGS	01117000	2020-12-30	80.6	A
USGS	01117000	2020-12-31	80.6	A

