# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-07-14 12:28:55 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01116500 PAWTUXET RIVER AT CRANSTON, RI
# -----------------------------------------------------------------------------------
#
# Data provided for site 01116500
#            TS   parameter     statistic     Description
#         64363       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	64363_00060_00003	64363_00060_00003_cd
USGS	01116500	2020-01-29	367	A
USGS	01116500	2020-01-30	340	A
USGS	01116500	2020-01-31	312	A
USGS	01116500	2020-02-01	301	A
USGS	01116500	2020-02-02	284	A
USGS	01116500	2020-02-03	259	A
USGS	01116500	2020-02-04	239	A
USGS	01116500	2020-02-05	264	A
USGS	01116500	2020-02-06	332	A
USGS	01116500	2020-02-07	405	A
USGS	01116500	2020-02-08	397	A
USGS	01116500	2020-02-09	345	A
USGS	01116500	2020-02-10	337	A
USGS	01116500	2020-02-11	406	A
USGS	01116500	2020-02-12	448	A
USGS	01116500	2020-02-13	610	A
USGS	01116500	2020-02-14	614	A
USGS	01116500	2020-02-15	549	A
USGS	01116500	2020-02-16	511	A
USGS	01116500	2020-02-17	484	A
USGS	01116500	2020-02-18	455	A
USGS	01116500	2020-02-19	452	A
USGS	01116500	2020-02-20	416	A
USGS	01116500	2020-02-21	385	A
USGS	01116500	2020-02-22	347	A
USGS	01116500	2020-02-23	323	A
USGS	01116500	2020-02-24	305	A
USGS	01116500	2020-02-25	291	A
USGS	01116500	2020-02-26	290	A
USGS	01116500	2020-02-27	493	A
USGS	01116500	2020-02-28	425	A
USGS	01116500	2020-02-29	375	A
USGS	01116500	2020-03-01	347	A
USGS	01116500	2020-03-02	312	A
USGS	01116500	2020-03-03	282	A
USGS	01116500	2020-03-04	321	A
USGS	01116500	2020-03-05	271	A
USGS	01116500	2020-03-06	244	A
USGS	01116500	2020-03-07	252	A
USGS	01116500	2020-03-08	219	A
USGS	01116500	2020-03-09	159	A
USGS	01116500	2020-03-10	127	A
USGS	01116500	2020-03-11	120	A
USGS	01116500	2020-03-12	112	A
USGS	01116500	2020-03-13	137	A
USGS	01116500	2020-03-14	139	A
USGS	01116500	2020-03-15	118	A
USGS	01116500	2020-03-16	107	A
USGS	01116500	2020-03-17	112	A
USGS	01116500	2020-03-18	114	A
USGS	01116500	2020-03-19	272	A
USGS	01116500	2020-03-20	234	A
USGS	01116500	2020-03-21	183	A
USGS	01116500	2020-03-22	189	A
USGS	01116500	2020-03-23	296	A
USGS	01116500	2020-03-24	817	A
USGS	01116500	2020-03-25	625	A
USGS	01116500	2020-03-26	608	A
USGS	01116500	2020-03-27	569	A
USGS	01116500	2020-03-28	523	A
USGS	01116500	2020-03-29	753	A
USGS	01116500	2020-03-30	809	A
USGS	01116500	2020-03-31	742	A
USGS	01116500	2020-04-01	678	A
USGS	01116500	2020-04-02	623	A
USGS	01116500	2020-04-03	675	A
USGS	01116500	2020-04-04	669	A
USGS	01116500	2020-04-05	617	A
USGS	01116500	2020-04-06	583	A
USGS	01116500	2020-04-07	545	A
USGS	01116500	2020-04-08	512	A
USGS	01116500	2020-04-09	643	A
USGS	01116500	2020-04-10	778	A
USGS	01116500	2020-04-11	588	A
USGS	01116500	2020-04-12	492	A
USGS	01116500	2020-04-13	811	A
USGS	01116500	2020-04-14	1600	A
USGS	01116500	2020-04-15	1740	A
USGS	01116500	2020-04-16	1400	A
USGS	01116500	2020-04-17	1090	A
USGS	01116500	2020-04-18	1080	A
USGS	01116500	2020-04-19	1030	A
USGS	01116500	2020-04-20	936	A
USGS	01116500	2020-04-21	888	A
USGS	01116500	2020-04-22	979	A
USGS	01116500	2020-04-23	911	A
USGS	01116500	2020-04-24	893	A
USGS	01116500	2020-04-25	866	A
USGS	01116500	2020-04-26	821	A
USGS	01116500	2020-04-27	909	A
USGS	01116500	2020-04-28	887	A
USGS	01116500	2020-04-29	817	A
USGS	01116500	2020-04-30	718	A
USGS	01116500	2020-05-01	1010	A
USGS	01116500	2020-05-02	1090	A
USGS	01116500	2020-05-03	1050	A
USGS	01116500	2020-05-04	914	A
USGS	01116500	2020-05-05	770	A
USGS	01116500	2020-05-06	631	A
USGS	01116500	2020-05-07	623	A
USGS	01116500	2020-05-08	516	A
USGS	01116500	2020-05-09	691	A
USGS	01116500	2020-05-10	617	A
USGS	01116500	2020-05-11	553	A
USGS	01116500	2020-05-12	535	A
USGS	01116500	2020-05-13	499	A
USGS	01116500	2020-05-14	450	A
USGS	01116500	2020-05-15	426	A
USGS	01116500	2020-05-16	497	A
USGS	01116500	2020-05-17	472	A
USGS	01116500	2020-05-18	441	A
USGS	01116500	2020-05-19	394	A
USGS	01116500	2020-05-20	323	A
USGS	01116500	2020-05-21	280	A
USGS	01116500	2020-05-22	240	A
USGS	01116500	2020-05-23	260	A
USGS	01116500	2020-05-24	273	A
USGS	01116500	2020-05-25	245	A
USGS	01116500	2020-05-26	239	A
USGS	01116500	2020-05-27	224	A
USGS	01116500	2020-05-28	219	A
USGS	01116500	2020-05-29	240	A
USGS	01116500	2020-05-30	247	A
USGS	01116500	2020-05-31	230	A
USGS	01116500	2020-06-01	205	A
USGS	01116500	2020-06-02	189	A
USGS	01116500	2020-06-03	185	A
USGS	01116500	2020-06-04	183	A
USGS	01116500	2020-06-05	177	A
USGS	01116500	2020-06-06	229	A
USGS	01116500	2020-06-07	270	A
USGS	01116500	2020-06-08	223	A
USGS	01116500	2020-06-09	201	A
USGS	01116500	2020-06-10	171	A
USGS	01116500	2020-06-11	199	A
USGS	01116500	2020-06-12	212	A
USGS	01116500	2020-06-13	173	A
USGS	01116500	2020-06-14	158	A
USGS	01116500	2020-06-15	142	A
USGS	01116500	2020-06-16	128	A
USGS	01116500	2020-06-17	112	A
USGS	01116500	2020-06-18	99.5	A
USGS	01116500	2020-06-19	95.7	A
USGS	01116500	2020-06-20	89.0	A
USGS	01116500	2020-06-21	82.8	A
USGS	01116500	2020-06-22	78.1	A
USGS	01116500	2020-06-23	75.0	A
USGS	01116500	2020-06-24	73.4	A
USGS	01116500	2020-06-25	69.9	A
USGS	01116500	2020-06-26	89.9	A
USGS	01116500	2020-06-27	95.9	A
USGS	01116500	2020-06-28	111	A
USGS	01116500	2020-06-29	84.4	A
USGS	01116500	2020-06-30	179	A
USGS	01116500	2020-07-01	207	A
USGS	01116500	2020-07-02	113	A
USGS	01116500	2020-07-03	111	A
USGS	01116500	2020-07-04	104	A
USGS	01116500	2020-07-05	97.1	A
USGS	01116500	2020-07-06	92.0	A
USGS	01116500	2020-07-07	86.7	A
USGS	01116500	2020-07-08	84.6	A
USGS	01116500	2020-07-09	80.2	A
USGS	01116500	2020-07-10	78.3	A
USGS	01116500	2020-07-11	118	A
USGS	01116500	2020-07-12	82.5	A
USGS	01116500	2020-07-13	74.4	A
USGS	01116500	2020-07-14	149	A
USGS	01116500	2020-07-15	143	A
USGS	01116500	2020-07-16	92.9	A
USGS	01116500	2020-07-17	97.2	A
USGS	01116500	2020-07-18	96.1	A
USGS	01116500	2020-07-19	74.3	A
USGS	01116500	2020-07-20	59.0	A
USGS	01116500	2020-07-21	74.5	A
USGS	01116500	2020-07-22	81.0	A
USGS	01116500	2020-07-23	82.5	A
USGS	01116500	2020-07-24	79.9	A
USGS	01116500	2020-07-25	80.0	A
USGS	01116500	2020-07-26	78.2	A
USGS	01116500	2020-07-27	75.1	A
USGS	01116500	2020-07-28	82.4	A
USGS	01116500	2020-07-29	103	A
USGS	01116500	2020-07-30	81.4	A
USGS	01116500	2020-07-31	75.5	A
USGS	01116500	2020-08-01	49.2	A
USGS	01116500	2020-08-02	39.2	A
USGS	01116500	2020-08-03	36.9	A
USGS	01116500	2020-08-04	54.7	A
USGS	01116500	2020-08-05	84.3	A
USGS	01116500	2020-08-06	65.9	A
USGS	01116500	2020-08-07	67.4	A
USGS	01116500	2020-08-08	70.1	A
USGS	01116500	2020-08-09	69.3	A
USGS	01116500	2020-08-10	69.9	A
USGS	01116500	2020-08-11	71.9	A
USGS	01116500	2020-08-12	69.6	A
USGS	01116500	2020-08-13	70.5	A
USGS	01116500	2020-08-14	70.4	A
USGS	01116500	2020-08-15	67.5	A
USGS	01116500	2020-08-16	76.8	A
USGS	01116500	2020-08-17	95.2	A
USGS	01116500	2020-08-18	85.1	A
USGS	01116500	2020-08-19	75.4	A
USGS	01116500	2020-08-20	73.6	A
USGS	01116500	2020-08-21	71.7	A
USGS	01116500	2020-08-22	93.7	A
USGS	01116500	2020-08-23	97.4	A
USGS	01116500	2020-08-24	90.8	A
USGS	01116500	2020-08-25	90.0	A
USGS	01116500	2020-08-26	80.6	A
USGS	01116500	2020-08-27	77.7	A
USGS	01116500	2020-08-28	70.8	A
USGS	01116500	2020-08-29	70.2	A
USGS	01116500	2020-08-30	67.3	A
USGS	01116500	2020-08-31	61.3	A
USGS	01116500	2020-09-01	59.1	A
USGS	01116500	2020-09-02	75.3	A
USGS	01116500	2020-09-03	78.4	A
USGS	01116500	2020-09-04	73.6	A
USGS	01116500	2020-09-05	63.7	A
USGS	01116500	2020-09-06	59.6	A
USGS	01116500	2020-09-07	59.6	A
USGS	01116500	2020-09-08	58.3	A
USGS	01116500	2020-09-09	56.3	A
USGS	01116500	2020-09-10	57.6	A
USGS	01116500	2020-09-11	59.1	A
USGS	01116500	2020-09-12	57.4	A
USGS	01116500	2020-09-13	57.7	A
USGS	01116500	2020-09-14	57.7	A
USGS	01116500	2020-09-15	54.3	A
USGS	01116500	2020-09-16	54.4	A
USGS	01116500	2020-09-17	55.6	A
USGS	01116500	2020-09-18	58.7	A
USGS	01116500	2020-09-19	58.2	A
USGS	01116500	2020-09-20	55.9	A
USGS	01116500	2020-09-21	53.7	A
USGS	01116500	2020-09-22	53.6	A
USGS	01116500	2020-09-23	54.8	A
USGS	01116500	2020-09-24	52.3	A
USGS	01116500	2020-09-25	52.8	A
USGS	01116500	2020-09-26	55.2	A
USGS	01116500	2020-09-27	56.3	A
USGS	01116500	2020-09-28	58.7	A
USGS	01116500	2020-09-29	58.6	A
USGS	01116500	2020-09-30	94.4	A
USGS	01116500	2020-10-01	68.0	A
USGS	01116500	2020-10-02	61.4	A
USGS	01116500	2020-10-03	67.4	A
USGS	01116500	2020-10-04	70.4	A
USGS	01116500	2020-10-05	96.8	A
USGS	01116500	2020-10-06	100	A
USGS	01116500	2020-10-07	92.9	A
USGS	01116500	2020-10-08	83.7	A
USGS	01116500	2020-10-09	82.0	A
USGS	01116500	2020-10-10	87.4	A
USGS	01116500	2020-10-11	84.4	A
USGS	01116500	2020-10-12	84.7	A
USGS	01116500	2020-10-13	146	A
USGS	01116500	2020-10-14	117	A
USGS	01116500	2020-10-15	93.1	A
USGS	01116500	2020-10-16	94.8	A
USGS	01116500	2020-10-17	373	A
USGS	01116500	2020-10-18	133	A
USGS	01116500	2020-10-19	107	A
USGS	01116500	2020-10-20	110	A
USGS	01116500	2020-10-21	104	A
USGS	01116500	2020-10-22	97.2	A
USGS	01116500	2020-10-23	93.1	A
USGS	01116500	2020-10-24	93.8	A
USGS	01116500	2020-10-25	90.6	A
USGS	01116500	2020-10-26	90.1	A
USGS	01116500	2020-10-27	92.8	A
USGS	01116500	2020-10-28	109	A
USGS	01116500	2020-10-29	181	A
USGS	01116500	2020-10-30	273	A
USGS	01116500	2020-10-31	159	A
USGS	01116500	2020-11-01	156	A
USGS	01116500	2020-11-02	226	A
USGS	01116500	2020-11-03	148	A
USGS	01116500	2020-11-04	129	A
USGS	01116500	2020-11-05	122	A
USGS	01116500	2020-11-06	118	A
USGS	01116500	2020-11-07	114	A
USGS	01116500	2020-11-08	112	A
USGS	01116500	2020-11-09	110	A
USGS	01116500	2020-11-10	109	A
USGS	01116500	2020-11-11	108	A
USGS	01116500	2020-11-12	114	A
USGS	01116500	2020-11-13	117	A
USGS	01116500	2020-11-14	117	A
USGS	01116500	2020-11-15	112	A
USGS	01116500	2020-11-16	151	A
USGS	01116500	2020-11-17	121	A
USGS	01116500	2020-11-18	114	A
USGS	01116500	2020-11-19	110	A
USGS	01116500	2020-11-20	109	A
USGS	01116500	2020-11-21	108	A
USGS	01116500	2020-11-22	106	A
USGS	01116500	2020-11-23	326	A
USGS	01116500	2020-11-24	223	A
USGS	01116500	2020-11-25	146	A
USGS	01116500	2020-11-26	168	A
USGS	01116500	2020-11-27	169	A
USGS	01116500	2020-11-28	147	A
USGS	01116500	2020-11-29	177	A
USGS	01116500	2020-11-30	449	A
USGS	01116500	2020-12-01	1350	A
USGS	01116500	2020-12-02	660	A
USGS	01116500	2020-12-03	466	A
USGS	01116500	2020-12-04	494	A
USGS	01116500	2020-12-05	927	A
USGS	01116500	2020-12-06	1220	A
USGS	01116500	2020-12-07	821	A
USGS	01116500	2020-12-08	692	A
USGS	01116500	2020-12-09	625	A
USGS	01116500	2020-12-10	585	A
USGS	01116500	2020-12-11	553	A
USGS	01116500	2020-12-12	575	A
USGS	01116500	2020-12-13	598	A
USGS	01116500	2020-12-14	539	A
USGS	01116500	2020-12-15	362	A
USGS	01116500	2020-12-16	275	A
USGS	01116500	2020-12-17	299	A
USGS	01116500	2020-12-18	274	A
USGS	01116500	2020-12-19	262	A
USGS	01116500	2020-12-20	260	A
USGS	01116500	2020-12-21	286	A
USGS	01116500	2020-12-22	289	A
USGS	01116500	2020-12-23	281	A
USGS	01116500	2020-12-24	298	A
USGS	01116500	2020-12-25	1280	A
USGS	01116500	2020-12-26	1280	A
USGS	01116500	2020-12-27	875	A
USGS	01116500	2020-12-28	768	A
USGS	01116500	2020-12-29	737	A
USGS	01116500	2020-12-30	692	A
USGS	01116500	2020-12-31	702	A

