# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-07-14 12:28:20 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01109403 TEN MILE R., PAWTUCKET AVE. AT E. PROVIDENCE, RI
# -----------------------------------------------------------------------------------
#
# Data provided for site 01109403
#            TS   parameter     statistic     Description
#         64286       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	64286_00060_00003	64286_00060_00003_cd
USGS	01109403	2020-07-20	31.1	A
USGS	01109403	2020-07-21	28.6	A
USGS	01109403	2020-07-22	25.8	A
USGS	01109403	2020-07-23	25.5	A
USGS	01109403	2020-07-24	25.4	A
USGS	01109403	2020-07-25	24.0	A
USGS	01109403	2020-07-26	22.4	A
USGS	01109403	2020-07-27	20.6	A
USGS	01109403	2020-07-28	23.5	A
USGS	01109403	2020-07-29	25.5	A
USGS	01109403	2020-07-30	22.4	A
USGS	01109403	2020-07-31	20.9	A
USGS	01109403	2020-08-01	19.1	A
USGS	01109403	2020-08-02	17.2	A
USGS	01109403	2020-08-03	16.9	A
USGS	01109403	2020-08-04	17.8	A
USGS	01109403	2020-08-05	28.6	A
USGS	01109403	2020-08-06	30.4	A
USGS	01109403	2020-08-07	23.4	A
USGS	01109403	2020-08-08	19.5	A
USGS	01109403	2020-08-09	17.1	A
USGS	01109403	2020-08-10	16.7	A
USGS	01109403	2020-08-11	16.3	A
USGS	01109403	2020-08-12	16.1	A
USGS	01109403	2020-08-13	16.2	A
USGS	01109403	2020-08-14	16.9	A
USGS	01109403	2020-08-15	18.0	A
USGS	01109403	2020-08-16	16.3	A
USGS	01109403	2020-08-17	16.7	A
USGS	01109403	2020-08-18	16.3	A
USGS	01109403	2020-08-19	15.9	A
USGS	01109403	2020-08-20	15.9	A
USGS	01109403	2020-08-21	15.5	A
USGS	01109403	2020-08-22	15.5	A
USGS	01109403	2020-08-23	15.3	A
USGS	01109403	2020-08-24	15.7	A
USGS	01109403	2020-08-25	19.0	A
USGS	01109403	2020-08-26	17.3	A
USGS	01109403	2020-08-27	16.2	A
USGS	01109403	2020-08-28	17.1	A
USGS	01109403	2020-08-29	21.0	A
USGS	01109403	2020-08-30	26.5	A
USGS	01109403	2020-08-31	20.6	A
USGS	01109403	2020-09-01	17.9	A
USGS	01109403	2020-09-02	20.5	A
USGS	01109403	2020-09-03	22.5	A
USGS	01109403	2020-09-04	21.7	A
USGS	01109403	2020-09-05	18.7	A
USGS	01109403	2020-09-06	16.3	A
USGS	01109403	2020-09-07	15.8	A
USGS	01109403	2020-09-08	15.5	A
USGS	01109403	2020-09-09	15.4	A
USGS	01109403	2020-09-10	15.5	A
USGS	01109403	2020-09-11	16.5	A
USGS	01109403	2020-09-12	15.1	A
USGS	01109403	2020-09-13	14.7	A
USGS	01109403	2020-09-14	15.2	A
USGS	01109403	2020-09-15	14.4	A
USGS	01109403	2020-09-16	13.6	A
USGS	01109403	2020-09-17	13.5	A
USGS	01109403	2020-09-18	14.6	A
USGS	01109403	2020-09-19	14.0	A
USGS	01109403	2020-09-20	13.7	A
USGS	01109403	2020-09-21	12.3	A
USGS	01109403	2020-09-22	12.1	A
USGS	01109403	2020-09-23	11.6	A
USGS	01109403	2020-09-24	11.8	A
USGS	01109403	2020-09-25	12.4	A
USGS	01109403	2020-09-26	12.5	A
USGS	01109403	2020-09-27	12.2	A
USGS	01109403	2020-09-28	11.3	A
USGS	01109403	2020-09-29	11.4	A
USGS	01109403	2020-09-30	15.6	A
USGS	01109403	2020-10-01	14.3	A
USGS	01109403	2020-10-02	15.0	A
USGS	01109403	2020-10-03	14.7	A
USGS	01109403	2020-10-04	14.3	A
USGS	01109403	2020-10-05	14.8	A
USGS	01109403	2020-10-06	14.3	A
USGS	01109403	2020-10-07	14.1	A
USGS	01109403	2020-10-08	14.1	A
USGS	01109403	2020-10-09	13.8	A
USGS	01109403	2020-10-10	13.2	A
USGS	01109403	2020-10-11	13.4	A
USGS	01109403	2020-10-12	13.2	A
USGS	01109403	2020-10-13	18.7	A
USGS	01109403	2020-10-14	20.2	A
USGS	01109403	2020-10-15	22.6	A
USGS	01109403	2020-10-16	25.3	A
USGS	01109403	2020-10-17	110	A
USGS	01109403	2020-10-18	93.4	A
USGS	01109403	2020-10-19	53.3	A
USGS	01109403	2020-10-20	44.2	A
USGS	01109403	2020-10-21	36.0	A
USGS	01109403	2020-10-22	32.8	A
USGS	01109403	2020-10-23	28.9	A
USGS	01109403	2020-10-24	25.6	A
USGS	01109403	2020-10-25	25.1	A
USGS	01109403	2020-10-26	20.9	A
USGS	01109403	2020-10-27	22.1	A
USGS	01109403	2020-10-28	22.5	A
USGS	01109403	2020-10-29	40.5	A
USGS	01109403	2020-10-30	109	A
USGS	01109403	2020-10-31	97.7	A
USGS	01109403	2020-11-01	82.3	A
USGS	01109403	2020-11-02	116	A
USGS	01109403	2020-11-03	107	A
USGS	01109403	2020-11-04	81.9	A
USGS	01109403	2020-11-05	66.7	A
USGS	01109403	2020-11-06	59.0	A
USGS	01109403	2020-11-07	53.7	A
USGS	01109403	2020-11-08	50.1	A
USGS	01109403	2020-11-09	47.1	A
USGS	01109403	2020-11-10	45.1	A
USGS	01109403	2020-11-11	45.7	A
USGS	01109403	2020-11-12	51.7	A
USGS	01109403	2020-11-13	49.9	A
USGS	01109403	2020-11-14	50.3	A
USGS	01109403	2020-11-15	47.3	A
USGS	01109403	2020-11-16	67.9	A
USGS	01109403	2020-11-17	66.9	A
USGS	01109403	2020-11-18	57.7	A
USGS	01109403	2020-11-19	50.0	A
USGS	01109403	2020-11-20	48.4	A
USGS	01109403	2020-11-21	47.7	A
USGS	01109403	2020-11-22	44.9	A
USGS	01109403	2020-11-23	112	A
USGS	01109403	2020-11-24	194	A
USGS	01109403	2020-11-25	139	A
USGS	01109403	2020-11-26	120	A
USGS	01109403	2020-11-27	128	A
USGS	01109403	2020-11-28	111	A
USGS	01109403	2020-11-29	92.8	A
USGS	01109403	2020-11-30	108	A
USGS	01109403	2020-12-01	508	A
USGS	01109403	2020-12-02	654	A
USGS	01109403	2020-12-03	384	A
USGS	01109403	2020-12-04	254	A
USGS	01109403	2020-12-05	317	A
USGS	01109403	2020-12-06	612	A
USGS	01109403	2020-12-07	607	A
USGS	01109403	2020-12-08	404	A
USGS	01109403	2020-12-09	297	A
USGS	01109403	2020-12-10	236	A
USGS	01109403	2020-12-11	196	A
USGS	01109403	2020-12-12	186	A
USGS	01109403	2020-12-13	194	A
USGS	01109403	2020-12-14	180	A
USGS	01109403	2020-12-15	166	A
USGS	01109403	2020-12-16	148	A
USGS	01109403	2020-12-17	157	A
USGS	01109403	2020-12-18	134	A
USGS	01109403	2020-12-19	127	A
USGS	01109403	2020-12-20	120	A
USGS	01109403	2020-12-21	118	A
USGS	01109403	2020-12-22	117	A
USGS	01109403	2020-12-23	112	A
USGS	01109403	2020-12-24	111	A
USGS	01109403	2020-12-25	329	A
USGS	01109403	2020-12-26	804	A
USGS	01109403	2020-12-27	648	A
USGS	01109403	2020-12-28	398	A
USGS	01109403	2020-12-29	303	A
USGS	01109403	2020-12-30	287	A
USGS	01109403	2020-12-31	285	A

