# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-07-14 12:31:14 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 011230695 SHETUCKET RIVER AT TAFTVILLE, CT
# -----------------------------------------------------------------------------------
#
# Data provided for site 011230695
#            TS   parameter     statistic     Description
#         64432       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	64432_00060_00003	64432_00060_00003_cd
USGS	011230695	2020-08-24	91.4	A
USGS	011230695	2020-08-25	82.1	A
USGS	011230695	2020-08-26	75.4	A
USGS	011230695	2020-08-27	95.2	A
USGS	011230695	2020-08-28	75.9	A
USGS	011230695	2020-08-29	75.9	A
USGS	011230695	2020-08-30	83.4	A
USGS	011230695	2020-08-31	82.4	A
USGS	011230695	2020-09-01	72.9	A
USGS	011230695	2020-09-02	81.8	A
USGS	011230695	2020-09-03	83.6	A
USGS	011230695	2020-09-04	71.3	A
USGS	011230695	2020-09-05	71.2	A
USGS	011230695	2020-09-06	68.5	A
USGS	011230695	2020-09-07	66.3	A
USGS	011230695	2020-09-08	38.1	A
USGS	011230695	2020-09-09	31.6	A
USGS	011230695	2020-09-10	59.4	A
USGS	011230695	2020-09-11	77.2	A
USGS	011230695	2020-09-12	50.8	A
USGS	011230695	2020-09-13	54.1	A
USGS	011230695	2020-09-14	55.5	A
USGS	011230695	2020-09-15	52.8	A
USGS	011230695	2020-09-16	72.4	A
USGS	011230695	2020-09-17	45.8	A
USGS	011230695	2020-09-18	60.4	A
USGS	011230695	2020-09-19	60.9	A
USGS	011230695	2020-09-20	57.8	A
USGS	011230695	2020-09-21	58.4	A
USGS	011230695	2020-09-22	37.9	A
USGS	011230695	2020-09-23	61.3	A
USGS	011230695	2020-09-24	67.0	A
USGS	011230695	2020-09-25	47.2	A
USGS	011230695	2020-09-26	60.1	A
USGS	011230695	2020-09-27	62.8	A
USGS	011230695	2020-09-28	49.4	A
USGS	011230695	2020-09-29	68.5	A
USGS	011230695	2020-09-30	59.2	A
USGS	011230695	2020-10-01	76.1	A
USGS	011230695	2020-10-02	54.8	A
USGS	011230695	2020-10-03	69.2	A
USGS	011230695	2020-10-04	79.1	A
USGS	011230695	2020-10-05	72.9	A
USGS	011230695	2020-10-06	67.0	A
USGS	011230695	2020-10-07	43.3	A
USGS	011230695	2020-10-08	66.6	A
USGS	011230695	2020-10-09	59.8	A
USGS	011230695	2020-10-10	63.0	A
USGS	011230695	2020-10-11	37.8	A
USGS	011230695	2020-10-12	66.1	A
USGS	011230695	2020-10-13	85.9	A
USGS	011230695	2020-10-14	199	A
USGS	011230695	2020-10-15	258	A
USGS	011230695	2020-10-16	172	A
USGS	011230695	2020-10-17	275	A
USGS	011230695	2020-10-18	357	A
USGS	011230695	2020-10-19	250	A
USGS	011230695	2020-10-20	217	A
USGS	011230695	2020-10-21	187	A
USGS	011230695	2020-10-22	164	A
USGS	011230695	2020-10-23	166	A
USGS	011230695	2020-10-24	169	A
USGS	011230695	2020-10-25	147	A
USGS	011230695	2020-10-26	142	A
USGS	011230695	2020-10-27	130	A
USGS	011230695	2020-10-28	145	A
USGS	011230695	2020-10-29	210	A
USGS	011230695	2020-10-30	572	A
USGS	011230695	2020-10-31	608	A
USGS	011230695	2020-11-01	474	A
USGS	011230695	2020-11-02	549	A
USGS	011230695	2020-11-03	575	A
USGS	011230695	2020-11-04	423	A
USGS	011230695	2020-11-05	359	A
USGS	011230695	2020-11-06	304	A
USGS	011230695	2020-11-07	273	A
USGS	011230695	2020-11-08	296	A
USGS	011230695	2020-11-09	289	A
USGS	011230695	2020-11-10	266	A
USGS	011230695	2020-11-11	231	A
USGS	011230695	2020-11-12	217	A
USGS	011230695	2020-11-13	237	A
USGS	011230695	2020-11-14	234	A
USGS	011230695	2020-11-15	258	A
USGS	011230695	2020-11-16	320	A
USGS	011230695	2020-11-17	331	A
USGS	011230695	2020-11-18	298	A
USGS	011230695	2020-11-19	257	A
USGS	011230695	2020-11-20	241	A
USGS	011230695	2020-11-21	248	A
USGS	011230695	2020-11-22	266	A
USGS	011230695	2020-11-23	552	A
USGS	011230695	2020-11-24	993	A
USGS	011230695	2020-11-25	805	A
USGS	011230695	2020-11-26	704	A
USGS	011230695	2020-11-27	933	A
USGS	011230695	2020-11-28	773	A
USGS	011230695	2020-11-29	619	A
USGS	011230695	2020-11-30	875	A
USGS	011230695	2020-12-01	3000	A
USGS	011230695	2020-12-02	2450	A
USGS	011230695	2020-12-03	1750	A
USGS	011230695	2020-12-04	1150	A
USGS	011230695	2020-12-05	1730	A
USGS	011230695	2020-12-06	3500	A
USGS	011230695	2020-12-07	2530	A
USGS	011230695	2020-12-08	2160	A
USGS	011230695	2020-12-09	1740	A
USGS	011230695	2020-12-10	1270	A
USGS	011230695	2020-12-11	1120	A
USGS	011230695	2020-12-12	959	A
USGS	011230695	2020-12-13	1150	A
USGS	011230695	2020-12-14	1100	A
USGS	011230695	2020-12-15	1140	A
USGS	011230695	2020-12-16	991	A
USGS	011230695	2020-12-17	878	A
USGS	011230695	2020-12-18	902	A
USGS	011230695	2020-12-19	841	A
USGS	011230695	2020-12-20	825	A
USGS	011230695	2020-12-21	811	A
USGS	011230695	2020-12-22	782	A
USGS	011230695	2020-12-23	768	A
USGS	011230695	2020-12-24	738	A
USGS	011230695	2020-12-25	4440	A
USGS	011230695	2020-12-26	7090	A
USGS	011230695	2020-12-27	4730	A
USGS	011230695	2020-12-28	4160	A
USGS	011230695	2020-12-29	3880	A
USGS	011230695	2020-12-30	3230	A
USGS	011230695	2020-12-31	2270	A

