# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-07-14 12:27:16 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01114500 WOONASQUATUCKET RIVER AT CENTERDALE, RI
# -----------------------------------------------------------------------------------
#
# Data provided for site 01114500
#            TS   parameter     statistic     Description
#         64318       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	64318_00060_00003	64318_00060_00003_cd
USGS	01114500	2020-02-11	104	A
USGS	01114500	2020-02-12	104	A
USGS	01114500	2020-02-13	120	A
USGS	01114500	2020-02-14	124	A
USGS	01114500	2020-02-15	118	A
USGS	01114500	2020-02-16	109	A
USGS	01114500	2020-02-17	97.5	A
USGS	01114500	2020-02-18	92.3	A
USGS	01114500	2020-02-19	95.3	A
USGS	01114500	2020-02-20	92.8	A
USGS	01114500	2020-02-21	89.3	A
USGS	01114500	2020-02-22	83.5	A
USGS	01114500	2020-02-23	79.6	A
USGS	01114500	2020-02-24	76.8	A
USGS	01114500	2020-02-25	75.2	A
USGS	01114500	2020-02-26	71.5	A
USGS	01114500	2020-02-27	88.1	A
USGS	01114500	2020-02-28	86.7	A
USGS	01114500	2020-02-29	79.4	A
USGS	01114500	2020-03-01	74.3	A
USGS	01114500	2020-03-02	48.6	A
USGS	01114500	2020-03-03	23.7	A
USGS	01114500	2020-03-04	24.1	A
USGS	01114500	2020-03-05	51.9	A
USGS	01114500	2020-03-06	59.1	A
USGS	01114500	2020-03-07	56.5	A
USGS	01114500	2020-03-08	52.4	A
USGS	01114500	2020-03-09	50.7	A
USGS	01114500	2020-03-10	47.6	A
USGS	01114500	2020-03-11	44.7	A
USGS	01114500	2020-03-12	43.1	A
USGS	01114500	2020-03-13	53.4	A
USGS	01114500	2020-03-14	55.3	A
USGS	01114500	2020-03-15	50.3	A
USGS	01114500	2020-03-16	46.3	A
USGS	01114500	2020-03-17	47.4	A
USGS	01114500	2020-03-18	46.5	A
USGS	01114500	2020-03-19	79.3	A
USGS	01114500	2020-03-20	84.3	A
USGS	01114500	2020-03-21	71.2	A
USGS	01114500	2020-03-22	60.7	A
USGS	01114500	2020-03-23	74.5	A
USGS	01114500	2020-03-24	213	A
USGS	01114500	2020-03-25	156	A
USGS	01114500	2020-03-26	126	A
USGS	01114500	2020-03-27	109	A
USGS	01114500	2020-03-28	99.5	A
USGS	01114500	2020-03-29	148	A
USGS	01114500	2020-03-30	159	A
USGS	01114500	2020-03-31	144	A
USGS	01114500	2020-04-01	132	A
USGS	01114500	2020-04-02	121	A
USGS	01114500	2020-04-03	149	A
USGS	01114500	2020-04-04	157	A
USGS	01114500	2020-04-05	139	A
USGS	01114500	2020-04-06	127	A
USGS	01114500	2020-04-07	118	A
USGS	01114500	2020-04-08	111	A
USGS	01114500	2020-04-09	149	A
USGS	01114500	2020-04-10	174	A
USGS	01114500	2020-04-11	147	A
USGS	01114500	2020-04-12	130	A
USGS	01114500	2020-04-13	241	A
USGS	01114500	2020-04-14	355	A
USGS	01114500	2020-04-15	243	A
USGS	01114500	2020-04-16	194	A
USGS	01114500	2020-04-17	165	A
USGS	01114500	2020-04-18	187	A
USGS	01114500	2020-04-19	182	A
USGS	01114500	2020-04-20	164	A
USGS	01114500	2020-04-21	166	A
USGS	01114500	2020-04-22	204	A
USGS	01114500	2020-04-23	179	A
USGS	01114500	2020-04-24	174	A
USGS	01114500	2020-04-25	168	A
USGS	01114500	2020-04-26	163	A
USGS	01114500	2020-04-27	203	A
USGS	01114500	2020-04-28	208	A
USGS	01114500	2020-04-29	182	A
USGS	01114500	2020-04-30	179	A
USGS	01114500	2020-05-01	293	A
USGS	01114500	2020-05-02	238	A
USGS	01114500	2020-05-03	197	A
USGS	01114500	2020-05-04	174	A
USGS	01114500	2020-05-05	154	A
USGS	01114500	2020-05-06	139	A
USGS	01114500	2020-05-07	122	A
USGS	01114500	2020-05-08	116	A
USGS	01114500	2020-05-09	139	A
USGS	01114500	2020-05-10	119	A
USGS	01114500	2020-05-11	123	A
USGS	01114500	2020-05-12	129	A
USGS	01114500	2020-05-13	110	A
USGS	01114500	2020-05-14	99.9	A
USGS	01114500	2020-05-15	98.5	A
USGS	01114500	2020-05-16	118	A
USGS	01114500	2020-05-17	96.7	A
USGS	01114500	2020-05-18	82.4	A
USGS	01114500	2020-05-19	74.8	A
USGS	01114500	2020-05-20	69.2	A
USGS	01114500	2020-05-21	65.3	A
USGS	01114500	2020-05-22	62.0	A
USGS	01114500	2020-05-23	61.4	A
USGS	01114500	2020-05-24	60.8	A
USGS	01114500	2020-05-25	54.1	A
USGS	01114500	2020-05-26	50.8	A
USGS	01114500	2020-05-27	46.7	A
USGS	01114500	2020-05-28	43.3	A
USGS	01114500	2020-05-29	42.5	A
USGS	01114500	2020-05-30	43.8	A
USGS	01114500	2020-05-31	38.4	A
USGS	01114500	2020-06-01	31.7	A
USGS	01114500	2020-06-02	29.0	A
USGS	01114500	2020-06-03	30.5	A
USGS	01114500	2020-06-04	31.9	A
USGS	01114500	2020-06-05	30.6	A
USGS	01114500	2020-06-06	47.5	A
USGS	01114500	2020-06-07	40.3	A
USGS	01114500	2020-06-08	33.8	A
USGS	01114500	2020-06-09	30.1	A
USGS	01114500	2020-06-10	27.4	A
USGS	01114500	2020-06-11	26.6	A
USGS	01114500	2020-06-12	27.8	A
USGS	01114500	2020-06-13	25.4	A
USGS	01114500	2020-06-14	21.8	A
USGS	01114500	2020-06-15	20.0	A
USGS	01114500	2020-06-16	19.1	A
USGS	01114500	2020-06-17	17.7	A
USGS	01114500	2020-06-18	17.1	A
USGS	01114500	2020-06-19	16.8	A
USGS	01114500	2020-06-20	16.4	A
USGS	01114500	2020-06-21	16.1	A
USGS	01114500	2020-06-22	14.8	A
USGS	01114500	2020-06-23	14.2	A
USGS	01114500	2020-06-24	16.1	A
USGS	01114500	2020-06-25	17.0	A
USGS	01114500	2020-06-26	15.7	A
USGS	01114500	2020-06-27	17.2	A
USGS	01114500	2020-06-28	31.2	A
USGS	01114500	2020-06-29	64.2	A
USGS	01114500	2020-06-30	50.8	A
USGS	01114500	2020-07-01	51.5	A
USGS	01114500	2020-07-02	51.3	A
USGS	01114500	2020-07-03	34.4	A
USGS	01114500	2020-07-04	27.7	A
USGS	01114500	2020-07-05	24.6	A
USGS	01114500	2020-07-06	21.7	A
USGS	01114500	2020-07-07	19.4	A
USGS	01114500	2020-07-08	17.5	A
USGS	01114500	2020-07-09	16.6	A
USGS	01114500	2020-07-10	15.4	A
USGS	01114500	2020-07-11	16.0	A
USGS	01114500	2020-07-12	16.1	A
USGS	01114500	2020-07-13	16.9	A
USGS	01114500	2020-07-14	29.4	A
USGS	01114500	2020-07-15	42.1	A
USGS	01114500	2020-07-16	27.2	A
USGS	01114500	2020-07-17	23.0	A
USGS	01114500	2020-07-18	20.4	A
USGS	01114500	2020-07-19	17.6	A
USGS	01114500	2020-07-20	16.2	A
USGS	01114500	2020-07-21	14.7	A
USGS	01114500	2020-07-22	14.0	A
USGS	01114500	2020-07-23	7.07	A
USGS	01114500	2020-07-24	6.10	A
USGS	01114500	2020-07-25	6.17	A
USGS	01114500	2020-07-26	6.65	A
USGS	01114500	2020-07-27	7.26	A
USGS	01114500	2020-07-28	7.80	A
USGS	01114500	2020-07-29	7.24	A
USGS	01114500	2020-07-30	6.93	A
USGS	01114500	2020-07-31	6.63	A
USGS	01114500	2020-08-01	6.21	A
USGS	01114500	2020-08-02	5.64	A
USGS	01114500	2020-08-03	5.14	A
USGS	01114500	2020-08-04	10.1	A
USGS	01114500	2020-08-05	9.29	A
USGS	01114500	2020-08-06	8.12	A
USGS	01114500	2020-08-07	7.62	A
USGS	01114500	2020-08-08	7.19	A
USGS	01114500	2020-08-09	6.74	A
USGS	01114500	2020-08-10	6.71	A
USGS	01114500	2020-08-11	6.60	A
USGS	01114500	2020-08-12	6.53	A
USGS	01114500	2020-08-13	6.44	A
USGS	01114500	2020-08-14	6.22	A
USGS	01114500	2020-08-15	6.05	A
USGS	01114500	2020-08-16	7.24	A
USGS	01114500	2020-08-17	7.33	A
USGS	01114500	2020-08-18	7.76	A
USGS	01114500	2020-08-19	6.52	A
USGS	01114500	2020-08-20	6.13	A
USGS	01114500	2020-08-21	5.87	A
USGS	01114500	2020-08-22	5.79	A
USGS	01114500	2020-08-23	5.81	A
USGS	01114500	2020-08-24	5.83	A
USGS	01114500	2020-08-25	6.07	A
USGS	01114500	2020-08-26	5.81	A
USGS	01114500	2020-08-27	6.51	A
USGS	01114500	2020-08-28	6.12	A
USGS	01114500	2020-08-29	9.50	A
USGS	01114500	2020-08-30	6.82	A
USGS	01114500	2020-08-31	6.18	A
USGS	01114500	2020-09-01	5.79	A
USGS	01114500	2020-09-02	8.29	A
USGS	01114500	2020-09-03	6.98	A
USGS	01114500	2020-09-04	6.08	A
USGS	01114500	2020-09-05	5.45	A
USGS	01114500	2020-09-06	5.19	A
USGS	01114500	2020-09-07	5.00	A
USGS	01114500	2020-09-08	5.02	A
USGS	01114500	2020-09-09	5.01	A
USGS	01114500	2020-09-10	5.07	A
USGS	01114500	2020-09-11	5.12	A
USGS	01114500	2020-09-12	5.01	A
USGS	01114500	2020-09-13	4.98	A
USGS	01114500	2020-09-14	4.95	A
USGS	01114500	2020-09-15	4.89	A
USGS	01114500	2020-09-16	5.00	A
USGS	01114500	2020-09-17	4.97	A
USGS	01114500	2020-09-18	4.93	A
USGS	01114500	2020-09-19	4.79	A
USGS	01114500	2020-09-20	4.80	A
USGS	01114500	2020-09-21	4.97	A
USGS	01114500	2020-09-22	4.99	A
USGS	01114500	2020-09-23	4.98	A
USGS	01114500	2020-09-24	5.04	A
USGS	01114500	2020-09-25	5.08	A
USGS	01114500	2020-09-26	5.10	A
USGS	01114500	2020-09-27	5.21	A
USGS	01114500	2020-09-28	6.18	A
USGS	01114500	2020-09-29	5.86	A
USGS	01114500	2020-09-30	9.11	A
USGS	01114500	2020-10-01	6.56	A
USGS	01114500	2020-10-02	22.6	A
USGS	01114500	2020-10-03	42.3	A
USGS	01114500	2020-10-04	33.5	A
USGS	01114500	2020-10-05	23.0	A
USGS	01114500	2020-10-06	16.5	A
USGS	01114500	2020-10-07	12.7	A
USGS	01114500	2020-10-08	12.3	A
USGS	01114500	2020-10-09	15.7	A
USGS	01114500	2020-10-10	16.9	A
USGS	01114500	2020-10-11	14.3	A
USGS	01114500	2020-10-12	15.3	A
USGS	01114500	2020-10-13	20.5	A
USGS	01114500	2020-10-14	14.5	A
USGS	01114500	2020-10-15	10.7	A
USGS	01114500	2020-10-16	10.3	A
USGS	01114500	2020-10-17	31.6	A
USGS	01114500	2020-10-18	21.3	A
USGS	01114500	2020-10-19	25.4	A
USGS	01114500	2020-10-20	31.2	A
USGS	01114500	2020-10-21	26.2	A
USGS	01114500	2020-10-22	16.4	A
USGS	01114500	2020-10-23	16.1	A
USGS	01114500	2020-10-24	15.6	A
USGS	01114500	2020-10-25	13.6	A
USGS	01114500	2020-10-26	12.9	A
USGS	01114500	2020-10-27	12.1	A
USGS	01114500	2020-10-28	12.3	A
USGS	01114500	2020-10-29	21.5	A
USGS	01114500	2020-10-30	31.1	A
USGS	01114500	2020-10-31	41.8	A
USGS	01114500	2020-11-01	53.4	A
USGS	01114500	2020-11-02	46.4	A
USGS	01114500	2020-11-03	39.5	A
USGS	01114500	2020-11-04	39.8	A
USGS	01114500	2020-11-05	30.8	A
USGS	01114500	2020-11-06	22.2	A
USGS	01114500	2020-11-07	21.5	A
USGS	01114500	2020-11-08	21.8	A
USGS	01114500	2020-11-09	23.9	A
USGS	01114500	2020-11-10	29.6	A
USGS	01114500	2020-11-11	37.6	A
USGS	01114500	2020-11-12	42.4	A
USGS	01114500	2020-11-13	43.1	A
USGS	01114500	2020-11-14	51.6	A
USGS	01114500	2020-11-15	49.1	A
USGS	01114500	2020-11-16	51.5	A
USGS	01114500	2020-11-17	52.9	A
USGS	01114500	2020-11-18	65.5	A
USGS	01114500	2020-11-19	58.4	A
USGS	01114500	2020-11-20	41.4	A
USGS	01114500	2020-11-21	44.6	A
USGS	01114500	2020-11-22	45.0	A
USGS	01114500	2020-11-23	75.1	A
USGS	01114500	2020-11-24	81.6	A
USGS	01114500	2020-11-25	98.0	A
USGS	01114500	2020-11-26	94.4	A
USGS	01114500	2020-11-27	93.5	A
USGS	01114500	2020-11-28	89.0	A
USGS	01114500	2020-11-29	81.2	A
USGS	01114500	2020-11-30	101	A
USGS	01114500	2020-12-01	158	A
USGS	01114500	2020-12-02	131	A
USGS	01114500	2020-12-03	145	A
USGS	01114500	2020-12-04	143	A
USGS	01114500	2020-12-05	182	A
USGS	01114500	2020-12-06	204	A
USGS	01114500	2020-12-07	208	A
USGS	01114500	2020-12-08	180	A
USGS	01114500	2020-12-09	184	A
USGS	01114500	2020-12-10	187	A
USGS	01114500	2020-12-11	159	A
USGS	01114500	2020-12-12	148	A
USGS	01114500	2020-12-13	150	A
USGS	01114500	2020-12-14	159	A
USGS	01114500	2020-12-15	161	A
USGS	01114500	2020-12-16	145	A
USGS	01114500	2020-12-17	135	A
USGS	01114500	2020-12-18	129	A
USGS	01114500	2020-12-19	120	A
USGS	01114500	2020-12-20	112	A
USGS	01114500	2020-12-21	97.6	A
USGS	01114500	2020-12-22	92.4	A
USGS	01114500	2020-12-23	93.4	A
USGS	01114500	2020-12-24	98.3	A
USGS	01114500	2020-12-25	245	A
USGS	01114500	2020-12-26	383	A
USGS	01114500	2020-12-27	253	A
USGS	01114500	2020-12-28	224	A
USGS	01114500	2020-12-29	212	A
USGS	01114500	2020-12-30	202	A
USGS	01114500	2020-12-31	209	A

